qubits,raw_gates,compiled_gates,qiskit_aer_raw,qiskit_aer_compiled,cirq_raw,cirq_compiled,pennylane_raw,pennylane_compiled,qibo_raw,qibo_compiled,braket_raw,braket_compiled
12,1872,1626,0.06268433600007484,0.05388240499996755,0.1380216340003244,0.11597903499978202,0.18786121799985267,0.15236716400022488,0.06991018300004725,0.06184599199968943,0.857241305000116,0.7576817399999527
14,2548,2252,0.1851780179999878,0.15263479699979143,0.23819223500004227,0.2116929250000794,0.3264643409997916,0.2736108519998197,0.20710462199986068,0.18611623200013128,1.220521503999862,1.0903198649998558
16,3328,3090,0.13743095200015887,0.12341741299997011,0.5590001430000484,0.5685030700001334,0.8895922169999722,0.9296600930001659,1.0631953389997761,1.0170891230000052,1.768336945000101,2.29043178899974
