qubits,depth,qiskit_aer,cirq,pennylane,qibo,braket
12,5,0.01199124800041318,0.03877871800068533,0.0224149400000897,0.007185036000009859,0.24748521999936202
12,10,0.019511774999045883,0.03868617800071661,0.052350717000081204,0.017586075000508572,0.5410969329986983
12,20,0.034331275999647914,0.11542451499917661,0.10046931599936215,0.03132883600119385,0.8084182130005502
12,40,0.09303488799923798,0.15100632199937536,0.18249094800012244,0.07701757900031225,1.8698934269996244
